Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,21,56.55,92.95,60.05,79.51,92.52,9,62.25,14.7,Medium,4,4.8
Female,23,93.53,99.38,52.75,94.28,58.56,2.02,82.71,11.9,High,1,4.1
Female,24,51.16,88.49,77.11,81.85,71.89,9.36,69.11,17,Low,3,6.2
Male,19,65.79,68.12,73.76,62.08,62.57,6.88,94.34,12.8,Medium,5,7.3
Female,21,59.23,83.42,67.76,93.19,62.79,6.18,77.92,17.7,Low,6,4.9
Male,24,96.58,90.62,45.75,81.6,65.19,4.22,81.13,12.7,Low,3,6.7
Male,24,83.47,67.92,87.81,60.95,79.36,9.56,77.83,15.6,Medium,3,5.6
Female,19,95.6,87.1,50.5,68.08,50.83,4.44,94.28,27.9,Low,10,4.6
Female,18,98.62,68.96,46.87,89.5,70.44,4.99,53.17,27.9,Medium,6,4.6
Male,23,74.85,63.19,77.38,86.95,59.34,7.81,53.37,29.8,Low,9,7.1
Male,23,61.72,71.57,63.92,78.83,98.36,2.85,85.09,17.2,Medium,2,4.6
Female,23,59.69,80.55,43.59,57.24,79.14,2.91,88.4,9.2,Low,2,6.8
Female,21,61.15,83.61,61.33,90.16,93.4,7.75,71.68,27.2,Low,7,5
Male,19,85.43,61.4,86.31,65.38,59.78,1.29,67.62,19.9,Medium,4,8.3
Male,23,52.02,74.28,76.91,88.58,90.5,8.23,63.9,23.7,Low,1,4.2
Male,24,52.57,94.59,61.77,82.38,70.74,6.25,61.72,9.1,Medium,6,5.9
Female,24,80.41,98.58,51.51,63.21,58.88,5.39,95.6,13,Low,9,7.8
Male,22,82.1,53.63,77.91,60.62,88.06,2.29,64.76,11.9,Low,10,7.7
Female,22,83.26,51.57,93.25,56.55,88.1,7.86,82.4,19,Medium,6,4.7
Male,19,68.59,80.6,78.78,62.1,99.79,8.05,89.35,29.9,Medium,6,5
Female,21,,64.88,88.77,57.89,89.05,4.83,51.1,20.3,High,4,6.7
Female,21,76.68,41.45,71.29,80.85,57.26,3.89,51.69,19.3,Medium,1,7.4
Female,18,55.27,60.81,83.08,79.94,66.13,2.46,66.66,24,Low,7,7.8
Female,18,,88.4,93.77,,72.59,7.54,84.8,13.2,Low,4,7.1
Male,23,97.65,87.85,86.39,82.09,56.33,6.39,63.04,11.3,Low,9,7.9
Female,20,53,69.68,94.59,90.74,89.4,2.07,50.07,26,Low,4,6.2
Female,24,69.57,68.35,65.87,95.68,76.33,7.94,64.41,29,Medium,9,6.8
Female,18,74.38,74.77,94.25,61.52,97.22,8.82,54.51,15.5,Low,1,6.2
Male,21,57.32,53.16,77.29,,79.47,0.59,60.97,6,Medium,10,7.8
Male,24,93.39,71.56,92.2,53.92,76.14,7.72,66.66,9.5,Low,4,4.9
Male,20,,40.66,42.36,56.01,53.57,8.53,56.4,26.4,High,2,5.3
Male,18,89.15,68.53,79.47,82.72,57.47,9.92,85.32,8,Medium,6,8.2
Male,19,83.55,60.16,90.88,74.33,92.48,2.38,62.8,24.1,High,9,7.6
Male,22,79.9,80.49,50.45,,99.53,3.71,83.05,20.5,High,2,7.7
Female,18,59.61,78.3,79.71,71.28,70.76,9.66,79.95,23.2,Medium,2,4.5
Female,18,61.04,62.85,89.5,56.38,90.5,0.94,94.9,11.4,Low,1,6.4
Female,19,,40.44,57.28,93.6,81.38,5.24,54.4,5.5,Low,9,6.8
Male,21,62.04,55.14,64.31,54.14,97.95,5.07,60.73,6,Low,1,7.9
Female,23,67.27,78,74.17,59.45,61.91,6.07,93.26,23.1,Medium,2,6.1
Female,19,,44.34,71.15,63.85,77.24,3.31,91.11,20.3,Medium,5,6.7
Male,23,68.32,46.46,42.35,99.76,70.44,9.26,59.61,26,Medium,7,5.2
Female,18,87.73,78.82,45.92,70.84,77.09,2.7,55.39,15,Low,9,8.2
Male,21,,85.35,46.03,75.09,63.44,6.5,92.81,18.9,Medium,1,8.6
Female,20,89.24,59.29,55.74,88.48,74.89,4.96,58.91,24.6,Low,8,6.3
Male,18,98.81,69.38,54.75,81.82,81.24,2.67,93.56,17.4,High,1,6.2
Male,19,61.99,96.74,84.53,92.07,54.06,1.89,98.06,29.8,Low,9,5.6
Male,20,,96.73,74.36,74.32,87.15,9.57,61.04,23.6,Low,10,5.3
Female,22,81.09,58.45,85.84,98.61,85.33,5.61,92.02,22.1,Medium,2,6.8
Female,20,90.86,88.6,44.19,89.84,94.02,6.04,71.19,25,Medium,3,4.8
Male,19,82.58,75.64,69.11,70.07,71.29,7.83,89.44,24.4,Low,10,6.9
Male,24,,98.53,59.43,69.06,53.08,0.81,70.37,10.5,High,4,6.8
Female,20,61.4,68.66,91,96.47,73.07,7.14,53.52,10.3,Low,3,7.5
Female,19,53.5,86.48,82.47,,56.88,1.65,85.63,20.2,Low,2,5.1
Male,24,76.78,86.09,92.16,,82.37,7.4,57.53,15.9,Low,5,7.5
Female,18,99.52,69.85,42.79,87.89,52.36,1.41,96.35,26.8,Medium,2,4.1
Female,24,86.9,87.74,83.25,,68.7,8.32,70.89,12.3,Low,2,6.7
Female,21,66.37,55.66,72.4,57.96,54.14,6.81,54.1,13.3,Low,8,8.2
Male,22,91.36,47.34,89.5,65.96,50.17,3.86,61.42,9.2,Medium,2,7.6
Male,24,88.45,65.51,70.43,,98.03,3.59,93.13,29.5,High,8,8.3
Female,21,64.08,96.62,72.41,50.91,99.81,1.49,66.05,7.9,Low,8,4.7
Male,21,50.72,70.04,43.11,71.87,77.78,9.04,92.82,29.6,Low,1,7.6
Female,21,55.91,78.12,80.11,87.79,61.95,1.19,58.61,22.7,Medium,5,6.3
Female,24,93.87,77.45,56.39,58.21,95.55,4.72,73.41,7.2,Medium,9,5.6
Male,19,91.83,47.95,41.18,53.23,96.15,2.37,93.91,8.8,High,8,5.8
Male,19,64.76,63.42,43.99,91.8,92.73,9.96,52.42,13.2,Medium,10,4.5
Male,22,64.26,82.42,97.44,,77.22,5.86,65.21,11.5,Medium,9,7.5
Female,19,89.64,98.32,60.76,58.83,53.74,1.5,95.49,29.3,Medium,3,7.2
Female,23,96.89,50.08,92.08,90.32,54.42,6.68,79.83,20.3,Medium,2,4.8
Male,19,88.96,64.63,97.58,82.91,94.83,9.92,85.81,6.9,High,1,6.7
Male,19,80.28,45.71,96.6,66.71,93.79,6.05,92.11,18.1,Low,8,4.6
Male,19,62.13,54.54,92.9,68.81,71.72,4.57,76.18,27.4,Low,8,5.6
Female,18,76.29,62.61,93.69,57.79,66.41,2.93,92.27,15.4,Low,8,4.2
Female,22,61.68,72.44,57.34,91.76,82.21,0.92,81.94,21.7,High,3,7.1
Female,23,90.4,53.83,49.09,75.45,90.35,2.28,84.28,24.3,Medium,1,4.1
Male,19,69.35,53.65,78.36,77.85,86.58,5.54,57.64,9.6,Low,9,5.3
Male,22,91.68,86.67,69.29,94.17,80.78,7.54,96.95,26.4,Low,7,5.3
Female,20,69.08,97.76,45.92,50.79,61.58,8.78,89.8,16.2,Low,6,7.7
Male,18,91.21,59.42,80.65,53.35,63.13,7.94,62.71,6.4,Medium,7,6.3
Male,24,66.67,81.28,73.77,58.08,86.2,1.25,79,27,Medium,6,6.9
Male,19,,55.48,91.78,51.5,90.13,7.73,68.82,19.1,Low,4,5.2
Male,23,,95.68,76.55,,55.81,5.82,83.02,10,High,2,6.7
Female,18,53.51,80.37,74.44,81.69,59.36,4.69,99.69,12.9,Medium,1,4.7
Male,23,97.41,88.16,66.45,60.54,84.02,5.73,52.29,19.2,Medium,9,9
Female,24,78.68,42.96,67.77,57.47,69.45,0.08,97.63,14.4,Medium,2,6.6
Female,24,75.39,75.91,97.26,57.28,78.16,0.68,53.62,10.8,Medium,6,8.4
Male,18,91.97,71.66,48.31,,80.74,5.26,73.04,17,Medium,8,4.5
Female,20,93.29,57.58,66.77,84.68,88.81,1.74,74.11,9.6,Low,7,7
Female,22,76.11,55.75,79.35,79.27,90.29,5.46,63.44,11.1,Low,9,7.4
Male,18,96.36,74.8,65.98,66.12,64,3.54,78.33,25.7,Medium,9,7.9
Female,21,53.24,82.39,56.99,71.65,77.06,9.07,91.7,10.7,Medium,4,6.4
Female,24,55.66,41.99,57.24,54.47,56.18,9.5,64.7,22.4,High,9,4.2
Female,20,,74.04,54.02,99.91,92.1,9.8,53.52,11.3,Low,10,5.3
Female,24,67.7,50.23,60.63,87.75,92.27,8.99,81.61,10.3,Medium,2,5.4
Female,21,73.21,48.42,92.3,81.07,64.98,9.86,87.59,11.3,Low,1,5.6
Female,20,66.4,77.39,70.31,79.39,58.03,7.06,97.73,16.7,High,6,4.5
Female,24,70.24,58.65,54.41,75.22,53.5,9.61,57.98,8.7,Medium,4,4
Female,21,91.13,66.45,63.07,62.87,78.75,6.42,95.07,7.7,Medium,4,6.6
Male,21,79.67,61.6,46.35,61.32,54.57,8.09,74.11,23.9,Low,10,7.7
Male,24,99.87,78.9,94.24,,84.03,1.32,61.79,5.6,Low,10,5.2
Male,24,89.34,68.21,64.49,53.51,83.91,6.83,98.14,14.6,Medium,1,7.5
Female,23,63.68,97.81,98.82,53.72,80.7,9.31,61.92,14.9,Medium,6,7.7
Female,18,63.22,61.14,60.85,78.04,93.83,5.4,86.67,27.3,High,3,6.1
Female,18,66.79,84.42,90.18,95.99,68.91,1.87,89.24,24.4,Medium,7,6.6
Male,20,,55.44,55.38,95.71,95.11,5.27,71.53,17.8,Low,1,5.6
Male,22,51.36,70.53,44.57,50.54,51.85,7.07,84.5,17,Medium,8,5.9
Male,24,61.51,73.15,41.9,55.37,55.64,7.7,78.62,19.1,High,9,6.9
Female,23,95.25,59.75,76.37,79.15,70.61,5.24,59.6,13.9,High,4,5.8
Male,18,81.99,68.31,58.69,92.42,79.7,2.17,87.99,22.5,Medium,5,6.5
Male,18,61.34,56.76,66.61,97.72,51.62,9.27,96.4,22.2,Low,8,7.7
Female,23,60.96,40.36,89.12,93.03,78.37,7.74,74.43,19.4,Medium,5,8.8
Male,19,93.13,52.94,54.89,83.88,65.37,2.71,99.72,6.4,Medium,10,8.5
Female,23,94.69,82,58.52,60.03,94.36,8.12,71.4,8.2,Medium,4,8.6
Male,18,62.81,86.26,90.72,53.63,76.66,3.48,73.99,6,Low,5,8.6
Female,22,71.03,56.81,69.57,52.38,79.39,3.12,83.69,23,Low,2,5.2
Female,19,91.73,64.48,89.66,,97.28,8.63,59.29,16.9,Medium,10,8.7
Female,21,88.55,42.24,62.47,51.81,88.21,8.73,95.1,28.9,Medium,2,5.1
Female,23,90.7,54.22,63.9,86.96,71.91,3.98,90.06,28.8,Low,1,8.3
Female,21,75.92,86.75,50.03,85.62,73.84,0.09,93.62,25,Low,4,6.9
Male,19,95.58,76.36,94.98,,82.4,1.87,80.48,16.1,Medium,10,8.2
Female,19,66.3,52.35,93.81,95.33,60.01,9.09,94.19,12.9,Medium,8,8.9
Female,19,57.83,55.45,99.05,,54.43,8.99,84,10,Medium,10,8.4
Female,20,85.44,89.01,64.15,95.22,65.56,4.53,75.58,10.8,Low,10,8.1
Female,23,76.97,52.55,89.12,95.08,88.92,3.04,96.59,29.8,Medium,10,5
Male,24,92.73,60.05,64.9,59.85,62.87,3.03,71.99,18.3,High,10,8.3
Female,22,54.06,79.86,67.26,69.03,56.54,8.97,75.03,5.3,Low,2,4.8
Male,22,92.18,73.67,89.8,56.73,60.95,3.25,58.48,6.1,Low,7,6.6
Female,21,64.66,67.65,50.64,88.75,83.95,5.12,97.38,16.5,High,8,6.5
Female,21,82.74,93.98,53.22,75.21,80.7,7.31,61.05,16.1,Medium,10,6.6
Male,24,52.01,53.18,58.88,,84.42,2.09,60.07,15.1,Medium,1,7.6
Male,21,80.48,84.49,87.29,,66.1,2.54,55.06,25.6,Medium,3,6
Male,23,85.86,49.54,62.36,,95.04,3.58,72.67,22.6,Low,6,6.3
Female,18,68.44,76.94,61.49,99.46,72.59,6.54,63.68,7.7,Low,7,7.3
Male,21,,92.24,99.93,83.27,75.69,8.17,87.04,14.1,Low,5,7.4
Female,19,76.88,67.47,63.03,53.44,97.44,5.47,65.38,19.9,Low,7,6.2
Male,21,91.66,83.46,54.87,79.42,98.96,1.33,86.04,14.6,Low,6,4.3
Male,19,66.18,89.22,77.39,58.99,83.08,4.46,59.8,10.2,High,7,5.3
Female,20,62.62,48.16,88.11,51.53,97.24,1.28,61.5,20.7,Low,4,8.7
Male,18,,82.35,44.18,66.75,77.08,0.88,90.31,20.1,Low,2,8.6
Male,18,97.46,95.19,77.13,,65.36,5.9,68.55,29.4,Low,8,7.2
Female,24,67.96,74.58,42.14,,65.75,9.56,55.59,19,Low,1,4.9
Female,23,,51.17,71.58,68.68,77.95,8.38,98.07,26.9,Low,4,4.5
Female,23,,47.62,55.42,86.65,80.25,7.74,58.87,28.7,Low,4,8.7
Male,22,84.96,55.58,58.4,50.81,71.98,7.27,57.51,15.9,Medium,1,8.4
Male,20,56.43,46.21,68.03,50.74,94.19,8.97,67.92,6.3,Medium,8,6
Male,24,99.25,70.8,95.63,51.47,71.33,7.53,54.78,8.6,Low,6,7.1
Male,23,80.4,44.18,82.64,60.97,63.67,6.27,57.78,17.6,Medium,2,8.6
Male,19,75.04,53.4,96.21,68.7,50.4,3.65,92.32,27.3,Low,4,4.7
Female,20,69.11,66.39,79.6,80.39,98.53,1.01,58.58,21.4,Medium,7,7.2
Male,18,94.93,68.43,40.43,99.3,91.22,4.61,55.57,10,Low,9,8.6
Female,19,62.2,73.92,55.94,67.72,80.78,9.25,94,22.5,Medium,7,8.2
Male,24,64.29,82.34,94.35,52.78,91.53,5.83,72.19,27.4,Medium,2,5.4
Female,24,56.12,42.83,78.61,59.75,90.51,1.85,57.86,5.8,Low,1,8.8
Male,20,87.96,44.84,98.9,94.89,96.59,6.49,79.08,11.1,Low,10,5
Male,18,79.78,43.65,49.36,,69.3,4.65,52.08,8.8,Low,7,5
Female,23,80.45,65.39,57.8,89.51,77.74,9.31,71.37,24.6,Medium,9,4.5
Male,19,60.92,42.51,61.74,56.21,54.93,1.61,79.52,27.3,High,2,4.6
Female,19,82.56,84.76,59.59,,98.27,7.12,97.86,18.9,High,3,7.8
Male,18,88.27,53.38,55.12,55.61,99.26,6.82,66.32,26.2,Medium,4,5.4
Male,19,67.89,96.35,66.61,92.86,89.45,9.84,88.25,21.4,High,9,8.3
Female,23,90.07,69.18,78.54,60.5,72.71,5.65,56.63,21.4,High,7,8.3
Male,23,67.44,66.78,58.68,82.16,74.83,8.72,71.68,19.5,Medium,2,4.6
Female,23,87.91,86.83,44.78,75.81,71.77,0.25,61.16,6.3,Low,4,6.7
Male,18,51.69,82.79,82.51,77.22,64.67,1.23,74.62,28.4,High,4,7.7
Male,21,,76.44,67.54,59.77,76.39,3.46,70.86,13.9,Low,4,7.4
Male,21,98.48,96.11,73.39,81.76,52.67,6.19,98.99,25.1,Medium,10,4.5
Male,24,99.06,65.34,67.32,52.16,99.59,4.49,95.87,25.2,Medium,7,5.6
Male,24,64.09,88.51,93.42,99.67,71.2,2.03,79.11,29.1,High,6,7.1
Male,19,72.07,62.81,73.52,51.34,96.37,5.89,58.83,13.2,Medium,2,6.9
Male,23,53.15,90.3,95.4,52.51,86.21,5.67,77.85,29.9,Low,10,8.1
Female,19,93.67,55.57,70.63,66.23,64.5,5.24,89.6,12.5,Low,2,4.3
Male,18,78.43,57.36,57.56,91.58,61.1,0.91,51.9,16.3,Low,3,6.4
Male,19,69.26,80.67,61.33,62.86,99.78,9.27,71.7,22.7,Medium,10,8.2
Male,22,55.64,52.76,71.33,73.6,88.61,5.92,52.13,8.9,Low,1,9
Female,21,97.34,53.75,71.8,,62.48,2.64,62.2,11.7,Medium,9,4.6
Female,19,76.51,58.32,81.24,,53.37,6.87,54.61,23.2,Medium,7,7.2
Male,19,64.15,80.74,53.47,80.4,84.85,3.18,98.03,29.4,Medium,7,4
Male,20,67.51,93.36,79.53,,65.15,5.06,58.44,23.3,Low,9,5.7
Male,19,63.53,80.47,86.72,84.71,61.07,3.41,57.51,26.6,Medium,7,6.2
Female,22,80.09,89.67,80.6,89.27,86.75,8.8,98.6,5.9,Medium,1,5.7
Male,21,96.5,72.61,68.91,92.52,83.96,9.94,75.8,19.4,Medium,4,7.1
Female,20,,44.14,99.5,56.69,74.07,1.61,87.9,27.9,High,9,4.1
Male,18,73.02,46.03,64.29,72.78,97.13,0.24,66.37,22.1,Low,6,8.5
Female,24,91.32,73.26,46.4,97.35,83.98,2.19,76.64,21.9,Low,8,5.6
Female,18,71.16,59.67,89.29,88.6,94.67,5.9,50.34,10.1,Medium,3,4.8
Male,21,62.62,53.23,52.73,55.85,59.53,1.74,70.44,26.5,High,6,6.2
Male,24,99.17,67.98,82.8,75.13,64.83,8.11,77.75,26.6,Low,4,6.6
Male,18,65.19,79.99,50.74,96.12,55.23,4.09,75.72,20.4,Medium,8,4.3
Male,22,66.19,63.1,41.01,72,65.23,6.11,70.29,15.7,Low,3,8
Male,19,99.48,88.15,49.59,91.87,98.59,4.56,89.4,25.6,Low,5,7.7
Male,21,56.7,84.31,62.62,74.79,98.14,9.03,75.08,16.6,High,2,6.6
Male,24,88.03,84.09,46.4,55.34,88.02,0.35,81.81,25.6,Medium,7,4.9
Female,20,96.79,99.11,51.86,57.39,76.05,7.29,59.23,17.1,Medium,9,8.6
Male,19,75.59,57.71,85.88,52.33,89.04,6.52,93.08,19.5,Medium,5,8
Male,18,50.13,78.68,86.19,59.77,77.67,6.5,68.14,23.7,Medium,9,5.2
Female,18,68.75,91.33,89.05,94.68,50.18,4.14,74.11,11.6,Low,2,7.7
Male,20,55.58,74.77,90.47,82.51,75.08,0.16,67.61,11.2,High,8,4.5
Male,22,70.81,87.37,65.23,86.94,79.95,6.89,94.6,21.7,Medium,3,4.6
Male,20,,64.87,92.05,81.08,63.29,8.29,95.04,28.8,Low,10,6.2
Male,21,71.94,75.43,71.56,69.33,60.16,0.85,61.21,16.2,Low,5,7.5
Female,20,71.6,43.34,68.24,60.84,63.69,4.42,87.64,27.5,Low,3,8.6
Female,18,,99.15,83.11,96.28,81.18,1.63,55.14,18,Low,5,8.9
Male,22,79.08,88,52.83,75.74,57.3,6.11,51.49,29.3,Low,5,7.5
Male,22,92.81,92.13,87.37,74.05,86.02,7.86,91.83,24.8,Low,1,7.9
Female,23,65.42,81.66,65.77,99.81,71.13,6.67,56.56,26.5,Medium,8,6.6
Male,20,91.08,51.16,47.64,69.2,67.67,3.18,57.74,22,High,7,4.3
Female,21,78.3,41.86,47.16,92.71,90.36,1.4,80.33,26.7,Medium,8,4.6
Female,18,65.03,91.88,49.89,93.12,75.3,7.94,90.84,19.8,Medium,3,8.9
Female,19,64.76,63.78,93.43,61.63,68.92,3.24,59.48,19.2,Low,7,6
Male,22,68.06,55.83,99.46,54.74,93.91,0.22,55.71,26.8,Low,7,7.9
Male,20,81.13,73.7,61.42,,68.41,5.71,53.87,5.4,Low,2,5.1
Male,23,61.54,65.25,57.53,71.29,92.95,2.47,51.24,17,High,3,6.7
Female,21,96.02,79.1,53.13,50.11,75.21,8.41,55.82,26.8,High,6,4.8
Male,21,78.75,69.03,89.43,74.95,60.4,1.43,97.13,9.9,Medium,4,8
Male,24,96,81.83,52.55,80.97,80.64,4.35,54.76,29,Low,4,4.8
Female,18,52.32,91.21,95.45,88.8,64.27,2.53,79.88,23.5,Medium,1,7.5
Male,22,67.13,51.73,80.04,97.15,57.36,6.9,96.05,24.1,Medium,8,4.8
Male,18,51.14,59.77,93.83,,54.33,5.49,81.39,21.6,High,2,8.1
Male,23,63.61,66.21,73.24,97.01,62.08,7.91,51.64,16.2,Medium,6,6.5
Female,19,93.1,97.72,81.44,51.61,86.83,4.59,79.82,16.5,Medium,10,6.1
Male,19,51.83,61.92,77.17,85.59,91.9,0.05,95.15,26,Medium,10,5.7
Female,19,71.81,62.87,89.87,,93.09,2.15,66.13,8.5,Medium,1,7.4
Female,21,55.88,79.21,90.15,59.38,63.51,9.99,65.68,18.1,Medium,1,4.4
Female,22,70.84,65.15,75.39,90.02,83.05,4.05,62.44,12.7,Medium,10,8.3
Male,18,91.94,97.07,77.95,70.86,61.52,6.2,75.28,29.6,High,2,7.8
Male,18,81.15,93.67,95.31,95.83,81.14,9.05,61.9,5.1,Low,6,5.9
Male,23,86.84,70.8,95.79,52.12,94.36,0.21,86.19,6.6,High,4,8.9
Female,19,67.46,78.69,79.85,90.11,52.04,6.6,82.24,29.2,Medium,8,8.2
Female,22,97.22,43.48,40.47,,99.26,2.88,70.04,18.6,Medium,7,5.4
Male,22,85.46,81.74,46.26,58.83,91.35,2.79,86.13,8.5,High,4,8.4
Female,23,71.09,82.43,91.48,73.87,88.08,2.25,54.92,16.2,High,4,4.5
Male,20,71.32,61.55,45.08,69.78,84.57,8.23,87.48,13.1,Medium,5,7.4
Male,22,95.93,53.18,52.81,74.31,88.51,3.73,80.15,27.8,High,7,4.7
Male,22,78.82,94.9,53.83,97,99.73,0.67,81.5,22.2,Low,10,8.9
Male,18,,65.6,76.01,82.87,88.51,0.97,53.23,8.3,Medium,9,4.2
Male,23,,79.22,74.6,64.52,67.58,1.49,80.91,18.4,Low,5,5.2
Male,22,61.18,42,57.37,58.65,80.7,8.99,74.71,8.4,Low,3,6.7
Male,22,86.18,64.84,52.46,71,66.85,4.27,74.29,21.6,High,9,6.9
Female,18,80.39,89.04,85.87,72.58,98.5,9.16,66.09,23.2,Low,1,6.6
Male,22,75.07,63.25,96.13,,95.01,8.17,50.38,19.1,Medium,2,7.7
Female,18,81.2,76.19,43.17,,78.38,8.38,71.13,29.1,Low,4,4
Female,20,60.41,52.59,47.99,88.38,89.06,2.87,70.05,28.6,Medium,6,6.8
Male,21,89.7,64.99,78.53,54.92,95.48,2.71,71.14,10.1,Low,3,7.1
Female,24,97.41,95.66,88.27,78.02,62.18,5.6,80.6,5,Medium,10,5
Female,18,94.56,73.99,87.47,81.18,78.97,4.18,65,21.6,Medium,3,7.3
Female,18,66.07,94.12,83.18,60.34,74.09,5.09,63.47,16.9,Medium,9,7.3
Male,22,70.3,94.12,93.25,91.3,88.58,0.53,74.89,13.4,High,3,6.7
Male,18,,96.65,53.04,80.77,68.95,9.72,79.62,27.9,Low,5,5.3
Male,23,79.76,93.72,46.44,82.29,85.45,0.58,78.37,29.5,Medium,3,6.1
Male,19,77.4,40.2,76.92,74.89,70.15,1.79,94.08,28.3,Medium,1,5.4
Male,19,96.33,96.04,89.34,95.48,55.55,6.78,88.46,17.5,Medium,5,7.8
Female,20,,48.25,74.92,84.7,55.36,1.56,52.61,22.6,High,5,7.1
Female,18,75.75,42.4,97.78,69.09,55.95,1.07,78.17,9.3,Medium,3,4.8
Male,23,52.1,43.32,87.73,61.93,51.63,1.54,70.89,28.8,High,9,6.8
Female,22,53.47,60.93,82.05,53.55,76.65,0.62,68.05,12.1,Medium,10,8.5
Female,22,50.37,77.25,43.62,58.27,83.6,2.51,97.89,9.8,Medium,4,8.2
Female,24,95.66,64.14,46.46,99.63,56.34,2.71,72.84,6.5,Low,3,8.5
Female,21,70.42,41.53,87.09,70.34,80.59,4.99,85.97,18.8,High,5,8.6
Male,20,73.43,68.59,51.89,94.93,79.89,4.39,98.35,28.7,Low,7,4.9
Male,23,,66.53,41.73,,57.35,4.74,57.55,8.4,High,2,7.6
Male,23,80.46,85.41,94.65,71.27,70.2,6.16,52.73,8,Medium,5,7.2
Female,24,80.48,56.78,93.45,98.03,87.76,2.31,65.68,11.8,Medium,3,4.2
Female,24,64.83,53.05,53.11,54.56,50.84,1.35,52.22,21.6,Low,9,7.9
Male,22,91.7,55.36,86.81,,57.35,8.79,55.84,18.7,Low,8,5
Male,21,58.29,58.22,42.88,95.96,99.79,6.34,99.59,7.4,Low,9,8.6
Female,22,52.66,75.95,57.1,97.48,86.68,0.61,98.01,16.1,High,6,8.2
Male,21,59.58,68.29,77.42,92.3,73.21,9.61,84.56,6.7,Low,4,7.8
Male,19,63.39,60.21,85.79,,81.49,6.93,87.65,26.3,Low,9,7.5
Female,23,64.12,62.46,40.62,82.61,92.31,1.52,57.02,7.7,Low,4,6.4
Female,24,83.53,62.26,59.57,61.02,92.12,9.69,79.76,16.8,High,4,8
Male,19,60.89,98.34,52.86,86.53,66.24,3.65,57.72,17.8,Medium,2,8.1
Female,22,83.83,53.98,99.93,98.92,74.56,9.85,68.92,18.3,Low,1,4.5
Male,20,54.56,89.08,80.26,76.3,81.9,1.03,67.27,20.2,Medium,10,5.7
Female,18,57.36,82.49,64.34,,53.59,1.6,80.7,22.5,Low,4,5.6
Female,20,75.44,40.33,44.54,78.67,97.29,6.57,53.98,5.1,Low,6,4.6
Male,20,,99.59,75.92,84.53,71.64,0.22,55.17,5.8,Medium,4,8.9
Female,18,92.98,85.39,78.5,60.41,68.54,0.19,80.5,20.3,Low,4,6.9
Male,23,98.44,80.95,88.98,85.96,95.36,7.92,81.81,9.6,Low,2,6.9
Female,19,82.52,64.32,57.31,79.37,55.91,1.68,66.99,25.8,Low,3,5.9
Male,19,83.79,73.31,98.89,80.62,51.96,9.19,57.34,20.7,Medium,3,7.8
Female,23,81.25,55.2,66.37,65.3,84.25,4.26,94.3,29.5,High,7,6.4
Female,18,,42.13,57.76,57.76,69.25,8.74,52.65,23.2,Medium,4,7.7
Male,21,57.36,90.16,60.91,81.17,88.22,4.18,85.87,7.3,Low,3,8.4
Female,20,77.19,93.79,71.18,79.31,53.43,5.3,57,9.3,Medium,5,7.3
Male,22,69.3,49.75,96.2,66.9,69.19,3.17,81.87,6.2,Low,4,7.1
Female,19,72.13,87.22,84.11,64.79,61.77,6.58,83.18,23.5,Medium,1,7.9
Female,23,76.18,84.47,74.63,67.36,86.98,3.18,90.21,8.2,Medium,6,6.5
Male,22,56.42,50.7,49.77,74.49,61.36,2.23,69.75,21.6,Medium,5,8.1
Female,24,67.97,65.31,48.96,98.74,72.9,0.81,51.09,18.9,Low,7,4.5
Female,18,53.17,65.37,70.13,88.18,90.94,0.58,90.55,20.8,High,8,5.2
Male,22,98.98,85.6,83.72,92.59,95.77,3.06,72.2,17.7,Low,3,8.6
Female,22,55.93,90.26,85.06,75.28,86.13,7.36,92.35,5.3,Low,4,4.9
Male,20,62.93,45.69,53.55,76.31,71.46,2.06,88.8,11.3,High,5,6.3
Male,18,94.56,73.78,46.01,60.22,78.6,2.99,74.92,27.1,High,8,6.4
Male,22,74.14,85.7,63.07,,84.48,9.05,99.97,28.2,Low,10,6.1
Female,19,56.78,87.17,95.09,71.08,93.75,6.39,73.1,7.4,Medium,7,8.3
Female,18,69.21,48.88,72.72,87.12,94.43,9.2,84.83,28.8,Low,7,7.7
Male,19,55.79,71.53,59.21,,96.55,9.11,83.49,21.8,High,5,8.1
Female,23,60.01,91.45,59.42,55.43,90.54,0.63,75.9,28.1,Medium,4,9
Male,23,52.6,59.11,47.93,58.65,57.34,9.55,79.27,15,Medium,1,8.9
Female,24,71.91,65.51,68.39,90.58,87.38,0.51,89.93,7.5,Low,6,8.5
Male,21,90.33,88.26,87.48,,90.73,9.26,78.58,12.6,Medium,9,6.8
Male,23,79.3,45.36,98.11,63.22,93.89,5.47,72.51,22.2,Medium,2,5.5
Female,22,80.32,91.57,70.1,96.47,96.24,5.33,83.1,24.9,Low,1,7.6
Male,18,60.03,58.67,50.03,82.88,75.46,7.13,51.78,6.3,High,10,8.7
Male,23,67.19,40.09,80.98,55.72,82.75,8.79,55.46,17.2,Low,5,9
Female,19,92.26,54.05,85.41,57.18,50.48,6.17,56.27,6.6,High,4,7.1
Male,22,54.39,45.37,44.3,63.62,78.64,4.25,71.29,26.6,Medium,4,7.5
